FacilityName|FacilityNPI|FacilityType|FacilityMedicaidLicenseID1|FacilityMedicaidLicenseState1|FacilityMedicaidLicenseEffectiveDate1|FacilityMedicaidLicenseTerminationDate1|FacilityStateLicenseID1|FacilityStateLicenseState1|FacilityStateLicenseType1|FacilityStateLicenseEffectiveDate1|FacilityStateLicenseTerminationDate1|FacilityBoardCerficationID1|FacilityBoardCertificationType1|FacilityBoardCertificationEffectiveDate1|FacilityBoardCertificationTerminationDate1|FacilityMemberAssignment|BusinessName|BillingTIN|BillingAddress1|BillingAddress2|BillingCity|BillingState|BillingZip|BillingMailingAddress1|BillingMailingAddress2|BillingMailingCity|BillingMailingState|BillingMailingZip|BillingPhoneNumber|BillingFaxNumber|LocationName|FLCategory|LocationType|FacilitySubpartNPI|FLHoursOpenMon|FLHoursCloseMon|FLHoursOpenTues|FLHoursCloseTues|FLHoursOpenWed|FLHoursCloseWed|FLHoursOpenThurs|FLHoursCloseThurs|FLHoursOpenFri|FLHoursCloseFri|FLHoursOpenSat|FLHoursCloseSat|FLHoursOpenSun|FLHoursCloseSun|FLShowInDirectory|FLLanguage1|FLLanguage2|FLLanguage3|FLLanguage4|FLPrimarySpecialty|FLStateReportingProviderTypePrimary|FLStateReportingProviderSpecialtyPrimary|FLAdditionalSpecialty1|FLStateReportingProviderType1|FLStateReportingProviderSpecialty1|FLAdditionalSpecialty2|FLStateReportingProviderType2|FLStateReportingProviderSpecialty2|FLAdditionalSpecialty3|FLStateReportingProviderType3|FLStateReportingProviderSpecialty3|FLAdditionalSpecialty4|FLStateReportingProviderType4|FLStateReportingProviderSpecialty4|FLAdditionalSpecialty5|FLStateReportingProviderType5|FLStateReportingProviderSpecialty5|FLAdditionalSpecialty6|FLStateReportingProviderType6|FLStateReportingProviderSpecialty6|FLAdditionalSpecialty7|FLStateReportingProviderType7|FLStateReportingProviderSpecialty7|FLAdditionalSpecialty8|FLStateReportingProviderType8|FLStateReportingProviderSpecialty8|FLAdditionalSpecialty9|FLStateReportingProviderType9|FLStateReportingProviderSpecialty9|LocationAcceptsNewPatients|FLMinimumPatientAge|FLMaximumPatientAge|FLEHRUsed|FLHandicapAccessible|FLWheelchairAccessibleExamRoom|FLTerminationDate|FLTerminationReason|LocationAddress1|LocationAddress2|LocationCity|LocationState|LocationZip|PrimaryLocation|FLMailingAddress1|FLMailingAddress2|FLMailingCity|FLMailingState|FLMailingZip|LocationPhone|LocationFax|FLWebsiteURL|FLCCNetworkName|FLCCSubnetworkName|FLCCAffiliationID|FLCCContractID|FLCCReimbursementRate|FLCCAssignmentEffectiveDate|FLCCAssignmentTerminationDate|FirstName|MiddleName|LastName|Suffix|ProviderNPI|Gender|DateofBirth|SSN|ProviderLanguage1|ProviderLanguage2|ProviderLanguage3|ProviderLanguage4|ProviderPhoneNumber|ProviderFaxNumber|ProviderEmail|ProviderCredentialCode|PCP|ProviderPrimarySpecialtyCode|ProviderAdditionalSpecialty1|ProviderAdditionalSpecialty2|ProviderAdditionalSpecialty3|ProviderEngagementPriority|ApplicationCompleteDate|CredentialingApprovedDate|ProviderMedicaidLicenseID1|ProviderMedicaidLicenseState1|ProviderMedicaidLicenseEffectiveDate1|ProviderMedicaidLicenseTerminationDate1|ProviderStateLicenseID1|ProviderStateLicenseState1|ProviderStateLicenseType1|ProviderStateLicenseEffectiveDate1|ProviderStateLicenseTerminationDate1|ProviderBoardCerficationID1|ProviderBoardCertificationType1|ProviderBoardCertificationEffectiveDate1|ProviderBoardCertificationTerminationDate1|PLCategory|PLPrimarySpecialty|PLStateReportingProviderTypePrimary|PLStateReportingProviderSpecialtyPrimary|PLAdditionalSpecialty1|PLStateReportingProviderType1|PLStateReportingProviderSpecialty1|PLAdditionalSpecialty2|PLStateReportingProviderType2|PLStateReportingProviderSpecialty2|PLAdditionalSpecialty3|PLStateReportingProviderType3|PLStateReportingProviderSpecialty3|PLAdditionalSpecialty4|PLStateReportingProviderType4|PLStateReportingProviderSpecialty4|PLAdditionalSpecialty5|PLStateReportingProviderType5|PLStateReportingProviderSpecialty5|PLAdditionalSpecialty6|PLStateReportingProviderType6|PLStateReportingProviderSpecialty6|PLAdditionalSpecialty7|PLStateReportingProviderType7|PLStateReportingProviderSpecialty7|PLAdditionalSpecialty8|PLStateReportingProviderType8|PLStateReportingProviderSpecialty8|PLAdditionalSpecialty9|PLStateReportingProviderType9|PLStateReportingProviderSpecialty9|ProviderIsPCPLocation|PLAcceptsNewPatients|PLMinimumPatientAge|PLMaximumPatientAge|PLHoursOpenMon|PLHoursCloseMon|PLHoursOpenTues|PLHoursCloseTues|PLHoursOpenWed|PLHoursCloseWed|PLHoursOpenThurs|PLHoursCloseThurs|PLHoursOpenFri|PLHoursCloseFri|PLHoursOpenSat|PLHoursCloseSat|PLHoursOpenSun|PLHoursCloseSun|PLShowInDirectory|PLTerminationDate|PLTerminationReason|PLPhoneNumber|PLFaxNumber|PLAddress1|PLAddress2|PLCity|PLState|PLZip|ProviderPrimaryLocation|PLMailingAddress1|PLMailingAddress2|PLMailingCity|PLMailingState|PLMailingZip|PhysHospRelNPI1|PhysHospRelEffectiveDate1|PhysHospRelTerminationDate1|PhysHospRelType1|PhysHospRelNPI2|PhysHospRelEffectiveDate2|PhysHospRelTerminationDate2|PhysHospRelType2|PhysHospRelNPI3|PhysHospRelEffectiveDate3|PhysHospRelTerminationDate3|PhysHospRelType3|PhysHospRelNPI4|PhysHospRelEffectiveDate4|PhysHospRelTerminationDate4|PhysHospRelType4|PhysHospRelNPI5|PhysHospRelEffectiveDate5|PhysHospRelTerminationDate5|PhysHospRelType5|PLCCNetworkName|PLCCSubnetworkName|PLCCAffiliationID|PLCCContractID|PLCCReimbursementRate|PLCCAssignmentEffectiveDate|PLCCAssignmentTerminationDate
Test 9999900432|9999900432|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||207LC0200X||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900432|9999900432|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||101YP2500X||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900433|9999900433|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||101YP2500X|||101YS0200X|||102L00000X|||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900433|9999900433|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||103G00000X|||103GC0700X|||103K00000X|||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900434|9999900434|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||101Y00000X||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900434|9999900434|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||207LC0200X||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|407018727||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900435|9999900435|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||101YA0400X|||101YM0800X|||101YP1600X|||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900435|9999900435|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||101YP2500X|||101YS0200X|||102L00000X|||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|407018727||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900436|9999900436|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||101YP1600X||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900436|9999900436|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||101YP1600X||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|407018727||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900437|9999900437|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||101YA0400X|||101YM0800X|||101YP1600X|||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900437|9999900437|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||||||101YA0400X|||101YM0800X|||101YP1600X|||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|407018727||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900438|9999900438|Practice||||||||||||||||||||||||||||||||||||||||||||||||EN|ES|FR|DE|||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900439|9999900439|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900440|9999900440|Practice||||||||||||||||||||||||||||||||||||||||||||||||   |   |   |   |||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900441|9999900441|Practice||||||||||||||||||||||||||||||||||||||||||||||||			|			|			|			|||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900442|9999900442|Practice||||||||||||||||||||||||||||||||||||||||||||||||EZ||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900443|9999900443|Practice|||||||||||||||||||||||||||||||||||||||||||||||||EZ|||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900444|9999900444|Practice||||||||||||||||||||||||||||||||||||||||||||||||||EZ||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900445|9999900445|Practice|||||||||||||||||||||||||||||||||||||||||||||||||||EZ|||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900446|9999900446|Practice||||||||||||||||||||||||||||||||||||||||||||||||EN|EN|EN|EN|||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900447|9999900447|Practice||||||||||||||||||||||||||||||||||||||||||||||||EN|ES|FR|DE|||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900447|9999900447|Practice||||||||||||||||||||||||||||||||||||||||||||||||AR|ES|FR|DE|||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900448|9999900448|Practice||||||||||||||||||||||||||||||||||||||||||||||||EN|ES|FR|DE|||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900448|9999900448|Practice||||||||||||||||||||||||||||||||||||||||||||||||EN|AR|CS|HE|||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900449|9999900449|Practice||||||||||||||||||||||||||||||||||||||||||||||||AR||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900450|9999900450|Practice||||||||||||||||||||||||||||||||||||||||||||||||EN|AR|CS|HE|||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900451|9999900451|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900452|9999900452|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900453|9999900453|Practice||||||||||||||||||||||||||||||||||||||||||||||||EZ||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900454|9999900454|Practice|||||||||||||||||||||||||||||||||||||||||||||||||EZ|EY|EX|||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900455|9999900455|Practice||||||||||||||||||||||||||||||||||||||||||||||||AR|ES|FR|DE|||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900455|9999900455|Practice||||||||||||||||||||||||||||||||||||||||||||||||CS|ES|FR|DE|||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900456|9999900456|Practice||||||||||||||||||||||||||||||||||||||||||||||||EN|AR|CS|HE|||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900456|9999900456|Practice||||||||||||||||||||||||||||||||||||||||||||||||EN|JA|KK|PL|||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900457|9999900457|Practice||||||||||||||||||||||||||||||||||||||||||||||||AR||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900457|9999900457|Practice||||||||||||||||||||||||||||||||||||||||||||||||EN||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|407018727||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900458|9999900458|Practice|||||||||||||||||||||||||||||||||||||||||||||||||ES|FR|DE|||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900458|9999900458|Practice|||||||||||||||||||||||||||||||||||||||||||||||||AR|CS|HE|||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|407018727||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900459|9999900459|Practice||||||||||||||||||||||||||||||||||||||||||||||||FR||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900459|9999900459|Practice||||||||||||||||||||||||||||||||||||||||||||||||FR||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|407018727||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900460|9999900460|Practice|||||||||||||||||||||||||||||||||||||||||||||||||JA|KK|PL|||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900460|9999900460|Practice|||||||||||||||||||||||||||||||||||||||||||||||||JA|KK|PL|||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|407018727||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900461|9999900461|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900462|9999900462|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900463|9999900463|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900463|9999900463|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900464|9999900464|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900464|9999900464|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900465|9999900465|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900466|9999900466|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900467|9999900467|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||1019 MAJESTIC DR|STE 270|LEXINGTON|KY|40513|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900467|9999900467|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||1401 HARRODSBURG RD|STE C335|LEXINGTON|KY|40504|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900468|9999900468|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|STE 130|MT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Test 9999900468|9999900468|Practice||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1 TRILLIUM WAY|STE 200|CORBIN|KY|40701||138 EASTBROOKE CT|UNIT 130|MOUNT WASHINGTON|KY|40047|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
